flt_model_number,int_fold,tp_structures_msk,tp_structures_mrk,tp_thresholds,tp_metrics,str_mdel,flt_rate_mrk,flt_rate_msk,int_batch,int_epochs,str_metric_mrk,str_metric_msk,str_optimiser_mrk,str_optimiser_msk,str_loss_mrk,str_loss_msk,int_height,int_width,int_best_epoch,train_pck50,train_pck40,train_pck30,train_pck20,train_pck10,train_pck05,train_in_mask,train_acc,train_rec,train_pre,train_dce,train_iou,train_pck50,train_pck40,train_pck30,train_pck20,train_pck10,train_pck05,train_in_mask,val_acc,val_rec,val_pre,val_dce,val_iou,flt_metric
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
